LOCAL ID,DIRECTION,MONTH,DOW,DATE,TIME,VOLUME
320000009,EB,1,5,1/11/24,10:00 PM,1157
320000009,EB,1,5,1/11/24,11:00 PM,723
320000009,EB,1,6,1/12/24,12:00 AM,527
320000009,EB,1,6,1/12/24,1:00 AM,330
320000009,EB,1,6,1/12/24,2:00 AM,324
320000009,EB,1,6,1/12/24,3:00 AM,446
320000009,EB,1,6,1/12/24,4:00 AM,671
320000009,EB,1,6,1/12/24,5:00 AM,1140
320000009,EB,1,6,1/12/24,6:00 AM,2368
320000009,EB,1,6,1/12/24,7:00 AM,3295
320000009,EB,1,6,1/12/24,8:00 AM,3618
320000009,EB,1,6,1/12/24,9:00 AM,3369
320000009,EB,1,6,1/12/24,10:00 AM,3361
320000009,EB,1,6,1/12/24,11:00 AM,3694
320000009,EB,1,6,1/12/24,12:00 PM,3830
320000009,EB,1,6,1/12/24,1:00 PM,4170
320000009,EB,1,6,1/12/24,2:00 PM,4630
320000009,EB,1,6,1/12/24,3:00 PM,4666
320000009,EB,1,6,1/12/24,4:00 PM,4198
320000009,EB,1,6,1/12/24,5:00 PM,3672
320000009,EB,1,6,1/12/24,6:00 PM,3888
320000009,EB,1,6,1/12/24,7:00 PM,3085
320000009,EB,1,6,1/12/24,8:00 PM,2455
320000009,EB,1,6,1/12/24,9:00 PM,2062
320000009,EB,1,6,1/12/24,10:00 PM,1478
320000009,EB,1,6,1/12/24,11:00 PM,988
320000009,EB,1,7,1/13/24,12:00 AM,673
320000009,EB,1,7,1/13/24,1:00 AM,518
320000009,EB,1,7,1/13/24,2:00 AM,347
320000009,EB,1,7,1/13/24,3:00 AM,446
320000009,EB,1,7,1/13/24,4:00 AM,470
320000009,EB,1,7,1/13/24,5:00 AM,655
320000009,EB,1,7,1/13/24,6:00 AM,1175
320000009,EB,1,7,1/13/24,7:00 AM,1720
320000009,EB,1,7,1/13/24,8:00 AM,2321
320000009,EB,1,7,1/13/24,9:00 AM,2909
320000009,EB,1,7,1/13/24,10:00 AM,3286
320000009,EB,1,7,1/13/24,11:00 AM,3699
320000009,EB,1,7,1/13/24,12:00 PM,4163
320000009,EB,1,7,1/13/24,1:00 PM,4328
320000009,EB,1,7,1/13/24,2:00 PM,4795
320000009,EB,1,7,1/13/24,3:00 PM,4937
320000009,EB,1,7,1/13/24,4:00 PM,4567
320000009,EB,1,7,1/13/24,5:00 PM,4137
320000009,EB,1,7,1/13/24,6:00 PM,3640
320000009,EB,1,7,1/13/24,7:00 PM,3001
320000009,EB,1,7,1/13/24,8:00 PM,2420
320000009,EB,1,7,1/13/24,9:00 PM,2080
320000009,EB,1,7,1/13/24,10:00 PM,1648
320000009,EB,1,7,1/13/24,11:00 PM,1104
320000009,EB,1,1,1/14/24,12:00 AM,652
320000009,EB,1,1,1/14/24,1:00 AM,403
320000009,EB,1,1,1/14/24,2:00 AM,289
320000009,EB,1,1,1/14/24,3:00 AM,285
320000009,EB,1,1,1/14/24,4:00 AM,286
320000009,EB,1,1,1/14/24,5:00 AM,398
320000009,EB,1,1,1/14/24,6:00 AM,589
320000009,EB,1,1,1/14/24,7:00 AM,865
320000009,EB,1,1,1/14/24,8:00 AM,1274
320000009,EB,1,1,1/14/24,9:00 AM,2014
320000009,EB,1,1,1/14/24,10:00 AM,2613
320000009,EB,1,1,1/14/24,11:00 AM,3032
320000009,EB,1,1,1/14/24,12:00 PM,3628
320000009,EB,1,1,1/14/24,1:00 PM,4123
320000009,EB,1,1,1/14/24,2:00 PM,4065
320000009,EB,1,1,1/14/24,3:00 PM,4110
320000009,EB,1,1,1/14/24,4:00 PM,4062
320000009,EB,1,1,1/14/24,5:00 PM,3853
320000009,EB,1,1,1/14/24,6:00 PM,3374
320000009,EB,1,1,1/14/24,7:00 PM,2728
320000009,EB,1,1,1/14/24,8:00 PM,1996
320000009,EB,1,1,1/14/24,9:00 PM,1614
320000009,EB,1,1,1/14/24,10:00 PM,1178
320000009,EB,1,1,1/14/24,11:00 PM,797
320000009,EB,1,2,1/15/24,12:00 AM,529
320000009,EB,1,2,1/15/24,1:00 AM,339
320000009,EB,1,2,1/15/24,2:00 AM,281
320000009,EB,1,2,1/15/24,3:00 AM,367
320000009,EB,1,2,1/15/24,4:00 AM,568
320000009,EB,1,2,1/15/24,5:00 AM,1138
320000009,EB,1,2,1/15/24,6:00 AM,2281
320000009,EB,1,2,1/15/24,7:00 AM,2637
320000009,EB,1,2,1/15/24,8:00 AM,2575
320000009,EB,1,2,1/15/24,9:00 AM,2800
320000009,EB,1,2,1/15/24,10:00 AM,3088
320000009,EB,1,2,1/15/24,11:00 AM,3352
320000009,EB,1,2,1/15/24,12:00 PM,3843
320000009,EB,1,2,1/15/24,1:00 PM,4287
320000009,EB,1,2,1/15/24,2:00 PM,4433
320000009,EB,1,2,1/15/24,3:00 PM,4403
320000009,EB,1,2,1/15/24,4:00 PM,4337
320000009,EB,1,2,1/15/24,5:00 PM,3862
320000009,EB,1,2,1/15/24,6:00 PM,3143
320000009,EB,1,2,1/15/24,7:00 PM,2564
320000009,EB,1,2,1/15/24,8:00 PM,1862
320000009,EB,1,2,1/15/24,9:00 PM,1465
320000009,EB,1,2,1/15/24,10:00 PM,1016
320000009,EB,1,2,1/15/24,11:00 PM,685
320000009,EB,1,3,1/16/24,12:00 AM,387
320000009,EB,1,3,1/16/24,1:00 AM,331
320000009,EB,1,3,1/16/24,2:00 AM,288
320000009,EB,1,3,1/16/24,3:00 AM,394
320000009,EB,1,3,1/16/24,4:00 AM,600
320000009,EB,1,3,1/16/24,5:00 AM,1277
320000009,EB,1,3,1/16/24,6:00 AM,2634
320000009,EB,1,3,1/16/24,7:00 AM,3761
320000009,EB,1,3,1/16/24,8:00 AM,4095
320000009,EB,1,3,1/16/24,9:00 AM,3418
320000009,EB,1,3,1/16/24,10:00 AM,3250
320000009,EB,1,3,1/16/24,11:00 AM,3514
320000009,EB,1,3,1/16/24,12:00 PM,3327
320000009,EB,1,3,1/16/24,1:00 PM,3096
320000009,EB,1,3,1/16/24,2:00 PM,3217
320000009,EB,1,3,1/16/24,3:00 PM,3526
320000009,EB,1,3,1/16/24,4:00 PM,3694
320000009,EB,1,3,1/16/24,5:00 PM,3657
320000009,EB,1,3,1/16/24,6:00 PM,2862
320000009,EB,1,3,1/16/24,7:00 PM,2091
320000009,EB,1,3,1/16/24,8:00 PM,1627
320000009,EB,1,3,1/16/24,9:00 PM,1303
320000009,EB,1,3,1/16/24,10:00 PM,874
320000009,EB,1,3,1/16/24,11:00 PM,588
320000009,EB,1,4,1/17/24,12:00 AM,357
320000009,EB,1,4,1/17/24,1:00 AM,294
320000009,EB,1,4,1/17/24,2:00 AM,257
320000009,EB,1,4,1/17/24,3:00 AM,347
320000009,EB,1,4,1/17/24,4:00 AM,522
320000009,EB,1,4,1/17/24,5:00 AM,1024
320000009,EB,1,4,1/17/24,6:00 AM,2134
320000009,EB,1,4,1/17/24,7:00 AM,3014
320000009,EB,1,4,1/17/24,8:00 AM,3368
320000009,EB,1,4,1/17/24,9:00 AM,3270
320000009,EB,1,4,1/17/24,10:00 AM,3058
320000009,EB,1,4,1/17/24,11:00 AM,3213
320000009,EB,1,4,1/17/24,12:00 PM,3167
320000009,EB,1,4,1/17/24,1:00 PM,3369
320000009,EB,1,4,1/17/24,2:00 PM,3640
320000009,EB,1,4,1/17/24,3:00 PM,3965
320000009,EB,1,4,1/17/24,4:00 PM,4001
320000009,EB,1,4,1/17/24,5:00 PM,3517
320000009,EB,1,4,1/17/24,6:00 PM,2895
320000009,EB,1,4,1/17/24,7:00 PM,2171
320000009,EB,1,4,1/17/24,8:00 PM,1691
320000009,EB,1,4,1/17/24,9:00 PM,1339
320000009,EB,1,4,1/17/24,10:00 PM,986
320000009,EB,1,4,1/17/24,11:00 PM,1352
320000009,EB,1,5,1/18/24,12:00 AM,667
320000009,EB,1,5,1/18/24,1:00 AM,295
320000009,EB,1,5,1/18/24,2:00 AM,306
320000009,EB,1,5,1/18/24,3:00 AM,387
320000009,EB,1,5,1/18/24,4:00 AM,568
320000009,EB,1,5,1/18/24,5:00 AM,1113
320000009,EB,1,5,1/18/24,6:00 AM,2268
320000009,EB,1,5,1/18/24,7:00 AM,3291
320000009,EB,1,5,1/18/24,8:00 AM,3518
320000009,EB,1,5,1/18/24,9:00 AM,3392
320000009,EB,1,5,1/18/24,10:00 AM,3187
320000009,EB,1,5,1/18/24,11:00 AM,3516
320000009,EB,1,5,1/18/24,12:00 PM,3506
320000009,EB,1,5,1/18/24,1:00 PM,3437
320000009,EB,1,5,1/18/24,2:00 PM,4001
320000009,EB,1,5,1/18/24,3:00 PM,4229
320000009,EB,1,5,1/18/24,4:00 PM,4336
320000009,EB,1,5,1/18/24,5:00 PM,4066
320000009,EB,1,5,1/18/24,6:00 PM,3440
320000009,EB,1,5,1/18/24,7:00 PM,2729
320000009,EB,1,5,1/18/24,8:00 PM,2065
320000009,EB,1,5,1/18/24,9:00 PM,1602
320000009,EB,1,5,1/18/24,10:00 PM,1175
320000009,EB,1,5,1/18/24,11:00 PM,861
320000009,EB,1,6,1/19/24,12:00 AM,546
320000009,EB,1,6,1/19/24,1:00 AM,375
320000009,EB,1,6,1/19/24,2:00 AM,325
320000009,EB,1,6,1/19/24,3:00 AM,454
320000009,EB,1,6,1/19/24,4:00 AM,649
320000009,EB,1,6,1/19/24,5:00 AM,1188
320000009,EB,1,6,1/19/24,6:00 AM,2456
320000009,EB,1,6,1/19/24,7:00 AM,3369
320000009,EB,1,6,1/19/24,8:00 AM,3832
320000009,EB,1,6,1/19/24,9:00 AM,3369
320000009,EB,1,6,1/19/24,10:00 AM,3200
320000009,EB,1,6,1/19/24,11:00 AM,3643
320000009,EB,1,6,1/19/24,12:00 PM,3816
320000009,EB,1,6,1/19/24,1:00 PM,3812
320000009,EB,1,6,1/19/24,2:00 PM,4324
320000009,EB,1,6,1/19/24,3:00 PM,4684
320000009,EB,1,6,1/19/24,4:00 PM,4387
320000009,EB,1,6,1/19/24,5:00 PM,4126
320000009,EB,1,6,1/19/24,6:00 PM,3615
320000009,EB,1,6,1/19/24,7:00 PM,2896
320000009,EB,1,6,1/19/24,8:00 PM,2257
320000009,EB,1,6,1/19/24,9:00 PM,1968
320000009,EB,1,6,1/19/24,10:00 PM,1313
320000009,EB,1,6,1/19/24,11:00 PM,914
320000009,EB,1,7,1/20/24,12:00 AM,556
320000009,EB,1,7,1/20/24,1:00 AM,338
320000009,EB,1,7,1/20/24,2:00 AM,301
320000009,EB,1,7,1/20/24,3:00 AM,340
320000009,EB,1,7,1/20/24,4:00 AM,406
320000009,EB,1,7,1/20/24,5:00 AM,476
320000009,EB,1,7,1/20/24,6:00 AM,996
320000009,EB,1,7,1/20/24,7:00 AM,1385
320000009,EB,1,7,1/20/24,8:00 AM,1854
320000009,EB,1,7,1/20/24,9:00 AM,2458
320000009,EB,1,7,1/20/24,10:00 AM,3120
320000009,EB,1,7,1/20/24,11:00 AM,3690
320000009,EB,1,7,1/20/24,12:00 PM,3685
320000009,EB,1,7,1/20/24,1:00 PM,3930
320000009,EB,1,7,1/20/24,2:00 PM,3861
320000009,EB,1,7,1/20/24,3:00 PM,3931
320000009,EB,1,7,1/20/24,4:00 PM,3842
320000009,EB,1,7,1/20/24,5:00 PM,3385
320000009,EB,1,7,1/20/24,6:00 PM,2892
320000009,EB,1,7,1/20/24,7:00 PM,2431
320000009,EB,1,7,1/20/24,8:00 PM,1943
320000009,EB,1,7,1/20/24,9:00 PM,1652
320000009,EB,1,7,1/20/24,10:00 PM,1197
320000009,EB,1,7,1/20/24,11:00 PM,902
320000009,EB,1,1,1/21/24,12:00 AM,550
320000009,EB,1,1,1/21/24,1:00 AM,348
320000009,EB,1,1,1/21/24,2:00 AM,309
320000009,EB,1,1,1/21/24,3:00 AM,262
320000009,EB,1,1,1/21/24,4:00 AM,274
320000009,EB,1,1,1/21/24,5:00 AM,363
320000009,EB,1,1,1/21/24,6:00 AM,529
320000009,EB,1,1,1/21/24,7:00 AM,782
320000009,EB,1,1,1/21/24,8:00 AM,1138
320000009,EB,1,1,1/21/24,9:00 AM,1854
320000009,EB,1,1,1/21/24,10:00 AM,2459
320000009,EB,1,1,1/21/24,11:00 AM,2960
320000009,EB,1,1,1/21/24,12:00 PM,3472
320000009,EB,1,1,1/21/24,1:00 PM,3739
320000009,EB,1,1,1/21/24,2:00 PM,4188
320000009,EB,1,1,1/21/24,3:00 PM,4243
320000009,EB,1,1,1/21/24,4:00 PM,4101
320000009,EB,1,1,1/21/24,5:00 PM,3412
320000009,EB,1,1,1/21/24,6:00 PM,2856
320000009,EB,1,1,1/21/24,7:00 PM,2211
320000009,EB,1,1,1/21/24,8:00 PM,1670
320000009,EB,1,1,1/21/24,9:00 PM,1260
320000009,EB,1,1,1/21/24,10:00 PM,1021
320000009,EB,1,1,1/21/24,11:00 PM,610
320000009,EB,1,2,1/22/24,12:00 AM,371
320000009,EB,1,2,1/22/24,1:00 AM,306
320000009,EB,1,2,1/22/24,2:00 AM,229
320000009,EB,1,2,1/22/24,3:00 AM,321
320000009,EB,1,2,1/22/24,4:00 AM,518
320000009,EB,1,2,1/22/24,5:00 AM,1093
320000009,EB,1,2,1/22/24,6:00 AM,2185
320000009,EB,1,2,1/22/24,7:00 AM,3233
320000009,EB,1,2,1/22/24,8:00 AM,3257
320000009,EB,1,2,1/22/24,9:00 AM,3422
320000009,EB,1,2,1/22/24,10:00 AM,3289
320000009,EB,1,2,1/22/24,11:00 AM,3249
320000009,EB,1,2,1/22/24,12:00 PM,3427
320000009,EB,1,2,1/22/24,1:00 PM,3480
320000009,EB,1,2,1/22/24,2:00 PM,3756
